destination_master_id,enrichment_version,enrichment_pass_date,enrichment_method,origin_fit_ccu,origin_fit_ccu_basis,origin_fit_ccu_confidence,origin_fit_ixr,origin_fit_ixr_basis,origin_fit_ixr_confidence,infant_suitability_score,infant_suitability_band,family_suitability_band,senior_suitability_band,couple_suitability_band,suitability_basis,travel_fatigue_band,travel_fatigue_drivers,transfer_complexity_hint,planning_complexity_band,planning_complexity_drivers,permit_or_visa_hint,medical_access_confidence,medical_access_basis,pediatric_access_confidence,season_window,monsoon_caution,heat_caution,winter_road_caution,altitude_caution,weather_basis,resort_family_density,accommodation_breadth,derived_access_complexity,derived_caution_tags,verification_status,planner_use_status,source_confidence,enrichment_notes
DST2-000136,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000137,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000138,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000139,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000140,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000141,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,10,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,medium,seasonal_closure;booking_lead_time,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=10 requires medical-access verification before treating as decision-grade
DST2-000142,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000143,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
DST2-000144,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000145,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000146,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=medium; cautions=heat,medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=40 requires medical-access verification before treating as decision-grade
DST2-000147,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,20,low,medium,medium,medium,"access=moderate; medical=low; cautions=heat,infant_food_access",medium,,simple,low,,,low,remote/small-settlement tier; medical access limited,low,Oct-Mar (verify_current_year),none,check,none,none,heat:check,low,narrow,moderate,heat_check;infant_food_access_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=20 requires medical-access verification before treating as decision-grade
DST2-000148,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,40,low_medium,medium,medium,medium,access=moderate; medical=unknown; cautions=heat,medium,,simple,low,,,unknown,heuristic insufficient; manual review required,unknown,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: heuristic insufficient; manual review required
DST2-000149,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,70,medium,medium,medium,medium,access=easy; medical=high; cautions=heat,low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,heat_check,enriched_unverified,needs_verification,low,queued_for_batch_S: all four suitability bands identical (heuristic flattening risk)
DST2-000150,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
DST2-000151,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,35,low_medium,medium,medium,low_medium,"access=moderate; medical=medium; cautions=crowd,heat",medium,,simple,low,,,medium,town/secondary-city tier; district-level care assumed,medium,Oct-Mar (verify_current_year),none,check,none,none,heat:check,unknown,moderate,moderate,crowd_check;heat_check,enriched_unverified,needs_verification,low,queued_for_batch_M: infant_score=35 requires medical-access verification before treating as decision-grade
DST2-000152,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
DST2-000153,v1.0,2026-05-18,heuristic_v1,moderate,North India is within Kolkata secondary catchment,medium,moderate,North India is within Ranchi secondary catchment,medium,65,medium,medium,medium,low_medium,"access=easy; medical=high; cautions=crowd,heat",low,,simple,low,,,high,major-city tier; tertiary care assumed available,high,Oct-Mar (verify_current_year),none,check,none,none,heat:check,medium,broad,easy,crowd_check;heat_check,enriched_unverified,needs_verification,low,
